sample_id,phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
t15.2023.11.26_b9_t14,HH IY  |  S EH S T  |  HH IY  |  W AA Z  |  P EY D  |  T AH D EY  | ,He says he was paid today,He says he was paid today.,1004.29,97,9
t15.2023.11.26_b9_t15,S K UW L  |  G EY V  |  AH  |  K AA R D  |  AH N D  |  B UH K S  |  T UW  |  DH IH S  |  S M AO L  |  CH AY L D  | ,School gave a card and books to this small child,School gave a card and books to this small child.,1093.94,121,13
t15.2023.11.26_b9_t16,P EH R AH N T S  |  AH V  |  S M AO L  |  CH IH L D R AH N  |  K EH R  |  AH B AW T  |  DH IH S  | ,Parents of small children care about this,Parents of small children care about this.,897.04,110,10
t15.2023.11.26_b9_t17,SH IY  |  W AA Z  |  T AO K IH NG  |  HH ER  |  T AY M  |  T UW  |  D UW  |  DH AH  |  W ER K  | ,She was talking her time to do the work,She was talking her time to do the work.,928.6,111,12
t15.2023.11.26_b9_t18,DH IH S  |  P AA L AH S IY  |  M OW S T L IY  |  S AW N D Z  |  R AY T  |  T UW  |  M IY  | ,This policy mostly sounds right to me,This policy mostly sounds right to me.,977.53,110,10
t15.2023.11.26_b9_t19,Y UW  |  SH UH D  |  AH V OY D  |  DH IH S  |  K AO R S  | ,You should avoid this course.,You should avoid this course.,970.7,91,9
t15.2023.11.26_b9_t20,IH K S P EH SH L IY  |  IH F  |  Y UW  |  AA R  |  K AH M IH NG  |  DH IH S  |  W IY K EH N D  | ,Especially if you are coming this weekend,Especially if you are coming this weekend.,920.55,110,10
t15.2023.11.26_b9_t21,W IY  |  W IH L  |  L IH S AH N  |  T UW  |  W AH T EH V ER  |  JH UH R IY  |  S EH Z  | ,We will listen to whatever jury says.,We will listen to whatever jury says.,952.43,108,11
t15.2023.11.26_b9_t22,AY  |  W IH L  |  G EY V  |  Y UW  |  M AY N  |  F AO R  |  F R IY  | ,I will gave you mine for free,I will give you mine for free.,963.65,99,10
t15.2023.11.26_b9_t23,HH AW  |  M AH CH  |  IH Z  |  Y AO R  |  K AA R D  |  W ER TH  | ,How much is your card worth,How much is your card worth?,1128.33,94,9
t15.2023.11.26_b9_t24,P L IY Z  |  AO R D ER  |  AW ER  |  R EH G Y AH L ER  |  F UW D  |  F AO R  |  EH V R IY W AH N  | ,Please order our regular food for everyone,Please order our regular food for everyone.,984.17,112,10
t15.2023.12.03_b4_t0,IH T  |  B ER T EH N Z  |  T UW  |  M AY  |  D EY L IY  |  L AY F  |  AE T  |  DH AH  |  P R IH Z AH N T  |  T AY M  | ,It pertains to my daily life at the present time.,It pertains to my daily life at the present time.,954.86,123,14
t15.2023.12.03_b4_t1,B AH T  |  Y UW  |  AH V  |  F R EH N D Z  |  DH AE T  |  HH AE V  |  CH IH L D R AH N  | ,But you have friends that have children,But you have friends that have children.,783.68,106,10
t15.2023.12.03_b4_t2,S T OW N D Z  |  W IH DH  |  R UH AH N Z  |  AA N  |  DH EH M  |  S ER V D  |  AE Z  |  CH IH M P L OY Z  | ,Stones with ruins on them served as chimployees,Stones with runes on them served as checkpoints.,1118.66,116,13
t15.2023.12.03_b4_t3,DH EH R  |  W EY Z  |  AH  |  S T AO R IY  |  AH V  |  AH  |  W UH M AH N  |  L AE S T  |  Y IH R  | ,There was a story of a woman last year,There was a story of a woman last year.,966.84,114,12
t15.2023.12.03_b4_t4,AH  |  M EH D AH K AH L  |  P R AA B L AH M  | ,A medical problem,A medical problem.,664.11,83,6
t15.2023.12.03_b4_t5,W AH T  |  EH R IY AH  |  AH V  |  DH AH  |  K AH N T R IY  |  D UW  |  Y UW  |  L AY V  |  IH N  | ,What area of the country do you live in,What area of the country do you live in?,1000.31,114,12
t15.2023.12.03_b4_t6,DH IH S  |  HH AE P AH N D  |  AH B AW T  |  AH  |  W IY K  |  AH G OW  | ,This happened about a week ago.,This happened about a week ago.,919.96,98,10
t15.2023.12.03_b4_t7,IH T  |  S IY M Z  |  L AY K  |  Y UW  |  W AO K  |  K W ER K ER  | ,It seems like you walk quirkier,It seems like you walk quicker.,1186.65,97,11
t15.2023.12.03_b4_t8,IH N  |  DH AH  |  CH IH S T R AH K T  | ,In the chistruct,In the district.,872.79,80,8
t15.2023.12.03_b4_t9,DH EY  |  S T AA R T AH N  |  L UH K IH NG  |  IH N T UW  |  P R OW G R AE M Z  | ,They startin looking into programs,They started looking into programs.,872.77,100,9
t15.2023.12.03_b4_t10,JH OY N  |  AH S  |  F AO R  |  AH N D  |  AH P AH M IH NG  |  IH V EH N T  | ,Join us for an upcoming event,Join us for an upcoming event.,890.9,101,9
t15.2023.12.03_b4_t11,D UW  |  Y UW  |  B IH L IY V  |  IH N  |  DH AH  |  T EH L AH S  |  K AH M P OY Z  | ,Do you believe in the teleus compoys,Do you believe in the Dallas Cowboys?,1005.34,106,12
t15.2023.12.03_b4_t12,D UW  |  Y UW  |  F AY N D  |  Y ER S EH L F  |  F AH N IY  | ,Do you find yourself funny,Do you find yourself funny?,1315.28,93,8
t15.2023.12.03_b4_t13,T UW  |  G EH T  |  IH N T UW  |  DH AH  |  S IH S T AH M Z  |  V EH R IY  |  D IH F AH K AH L T  | ,To get into the systems very difficult,To get into the system's very difficult.,941.82,111,10
t15.2023.12.03_b4_t14,S EH K AH N  |  JH EH N ER EY SH AH N  | ,Second generation,Second generation.,774.16,79,5
t15.2023.12.03_b4_t15,W IY L  |  R AH F  |  T AY M  |  K AE M P IH NG  | ,We'll rough time camping,Real rough type camping.,1069.01,87,7
t15.2023.12.03_b4_t16,S OW  |  AY  |  M EY D  |  M AY  |  OW N  |  V ER ZH AH N  | ,So I made my own version,So I made my own version.,798.61,93,9
t15.2023.12.03_b4_t17,DH EY  |  S EH D  |  IH T  |  W AA Z  |  R IH L IY  |  R IH V AH T IY  | ,They said it was really rivety.,They said it was really riveting.,909.2,99,11
t15.2023.12.03_b4_t18,DH AE T  |  W UH D  |  B IY  |  G UH D  | ,That would be good,That would be good.,824.07,83,7
t15.2023.12.03_b4_t19,AY M  |  N AA T  |  B IH L D IH NG  |  EH N IY  |  R IH Z ER V Z  | ,I'm not building any reserves.,I'm not building any reserves.,925.44,95,9
t15.2023.12.03_b4_t20,JH AH S T  |  B UH T  |  Y AO R  |  P EY P ER  |  IH N  |  DH AH  |  S EY M  |  P L EY S  |  EH V ER IY  |  D EY  | ,Just put your paper in the same place every day.,Just put your paper in the same place every day.,1112.59,122,14
t15.2023.12.03_b4_t21,P UH L  |  AO L  |  DH IH S  |  W EY T  | ,Pull all this weight,Pull all this weight.,710.8,82,7
t15.2023.12.03_b4_t22,B R IH NG  |  DH AH  |  P AA T  |  T UW  |  AH  |  B OY L  | ,Bring the pot to a boil.,Bring the pot to a boil.,933.48,93,10
t15.2023.12.03_b4_t23,IH T S  |  M AY  |  V OY S  | ,It's my voice,It's my voice.,847.33,77,6
t15.2023.12.03_b8_t0,W AH T  |  D AH Z  |  DH AH  |  AH M EH R IH K AH N  |  R IY P AO R T  |  S EY  | ,What does the American report say,What does the American report say?,1194.88,102,9
t15.2023.12.03_b8_t1,SH OW SH AH L  |  S T EY T S  |  G IH V  |  M AO R  |  B EH N AH V IY Z  |  T UW  |  EH M P L OY IY Z  | ,Social states give more benefits to employees,Social states give more benefits to employees.,795.77,115,10
t15.2023.12.03_b8_t2,AY  |  AE M  |  T EY K IH NG  |  M AY  |  K AA R  |  T UW  |  CH EH K  |  DH IH S  |  AW T  |  IH N  |  DH AH  |  IY V N IH NG  | ,I am taking my car to check this out in the evening,I am taking my car to check this out in the evening.,969.48,128,15
t15.2023.12.03_b8_t3,DH IH S  |  K AA R  |  IH Z  |  S UW P ER  |  IH K S P EH N S IH V  | ,This car is super expensive,This car is super expensive.,782.94,95,8
t15.2023.12.03_b8_t4,HH ER  |  F R EH N D  |  W IH L  |  TH IH NG K  |  HH ER  |  F AO R  |  DH AH  |  K AA R D  | ,Her friend will think her for the card,Her friend will thank her for the card.,930.88,108,11
t15.2023.12.03_b8_t5,ER N IH JH AH N L IY  |  IH T  |  W AA Z  |  AH  |  Y IH R  |  L AO NG  |  N ER S IH NG  |  P R OW G R AE M  | ,Originally it was a year-long nursing program.,"Originally, it was a year long nursing program.",1005.89,117,12
t15.2023.12.03_b8_t6,W AH T  |  HH AE P AH N D  |  T UW  |  DH AH  |  S AW N D  | ,What happened to the sound,What happened to the sound?,1056.01,91,8
t15.2023.12.03_b8_t7,T EH L  |  M IY  |  Y AO R  |  EH JH AH K EY SH AH N  |  S T AO R IY  | ,Tell me your education story.,Tell me your education story.,1152.53,98,9
t15.2023.12.03_b8_t8,DH EH R Z  |  G UH D  |  M Y UW Z IH K  |  AH N D  |  G UH D  |  F UW D  | ,There's good music and good food,There's good music and good food.,936.99,99,9
t15.2023.12.03_b8_t9,W AH T  |  IH Z  |  DH AH  |  K AA S T  |  AH V  |  IY CH  |  P IY S  |  Y UW  |  S EH L  | ,What is the cost of each piece you sell?,What is the cost of each piece you sell?,978.99,111,13
t15.2023.12.08_b8_t0,AY  |  HH AY  |  HH AO P AH N  |  L IH S AH N  |  T UW  |  DH IH S  |  W AH N D ER F AH L  |  M Y UW Z IH K  | ,I hope I listen to this wonderful music,I often listen to this wonderful music.,921.91,115,11
t15.2023.12.08_b8_t1,AY  |  HH AE V  |  T UW  |  G OW  |  AH K AO S  |  DH AH  |  S IH T IY  |  T UW  |  S IY  |  HH ER  | ,I have to go across the city to see her,I have to go across the city to see her.,1125.88,115,13
t15.2023.12.08_b8_t2,M AY  |  T IH SH AH Z  |  IH K Z AE K T L IY  |  N UW  |  M AY  |  M AY N D  | ,My t-shirts exactly knew my mind,My teachers exactly knew my mind.,980.51,101,10
t15.2023.12.08_b8_t3,HH AW  |  L AO NG  |  AE V  |  Y UW  |  B IH N  |  M EH R IY D  | ,How long have you been married?,How long have you been married?,1225.53,95,10
t15.2023.12.08_b8_t4,Y AO R  |  IH K S P IH R IY AH N S  |  IH Z  |  HH IH Z  |  V EH R IY  |  G UH D  |  F AO R  |  DH IH S  |  JH AA B  | ,Your experience is his very good for this job,Your experience is very good for this job.,1076.41,123,12
t15.2023.12.08_b8_t5,HH IH Z  |  G UH D  |  L AH K  |  W IH L  |  HH EH L P  |  HH IH M  |  AH V OY D  |  P R AA B L AH M Z  | ,His good luck will help him avoid problems,His good luck will help him avoid problems.,1052.36,115,11
t15.2023.12.08_b8_t6,AY  |  AE M  |  F R IY  |  T UW  |  M EY K  |  AH  |  D IH S IH ZH AH N  |  AH B AW T  |  M AY  |  K AA L IH JH  | ,I am free to make a decision about my college,I am free to make a decision about my college.,1090.72,122,13
t15.2023.12.08_b8_t7,AH V OY D  |  K AE P IH T AH L  |  P AH JH IH SH M AH N T  | ,Avoid capital punishment,Avoid capital punishment.,1015.25,90,6
t15.2023.12.08_b8_t8,G EH T IH NG  |  M EH R IY D  |  IH Z  |  N AA T  |  AH  |  K R AY M  | ,Getting married is not a crime,Getting married is not a crime.,1134.52,98,9
t15.2023.12.08_b8_t9,W AH T  |  HH AE P AH N D  |  AE F T ER  |  AY  |  L EH F T  | ,What happened after I left?,What happened after I left?,1088.19,92,9
t15.2023.12.08_b8_t10,L EH T S  |  M EY K  |  AH  |  P R AH G R UW M  |  F AO R  |  K IH D Z  | ,Let's make a program for kids,Let's make a program for kids.,1059.94,99,9
t15.2023.12.08_b8_t11,L AY T  |  K L OW DH Z  |  AA R  |  B AE D  | ,Light clothes are bad,Light clothes are bad.,771.05,84,7
t15.2023.12.08_b8_t12,HH AW  |  M EH N IY  |  M AY L Z  |  W ER  |  Y UW  |  D R AY V IH NG  |  T AH D EY  | ,How many miles were you driving today?,How many miles were you driving today?,1189.49,105,11
t15.2023.12.08_b8_t13,G AH V ER N M AH N T  |  W IH L  |  R AH N  |  F R AH M  |  DH AH  |  K AE P IH T AH L  |  S IH T IY  | ,Government will run from the capital city,Government will run from the capital city.,725.62,113,10
t15.2023.12.08_b8_t14,DH EY  |  W IH L  |  T EY K  |  AH P  |  R IY S AY K AH L IY  |  F R AH M  |  N AW  |  AA N  | ,They will take up recycling from now on.,They will take up recycling from now on.,777.31,111,12
t15.2023.12.08_b8_t15,M AY  |  Y AA R D  |  IH Z  |  V EH R IY  |  K L IY N  |  T AH D EY  | ,My yard is very clean today.,My yard is very clean today.,818.89,99,10
t15.2023.12.08_b8_t16,AY  |  AE M  |  N AA T  |  AH  |  F AE N  |  AH V  |  DH IH S  |  K AY N D  |  AH V  |  M Y UW Z IH K  | ,I am not a fan of this kind of music,I am not a fan of this kind of music.,993.98,116,13
t15.2023.12.08_b8_t17,N AH TH IH NG  |  IH Z  |  M AO R  |  IH M P AO R T AH N T  |  T UW  |  HH IH M  |  DH AE N  |  P AW ER  | ,Nothing is more important to him than power.,Nothing is more important to him than power.,1104.67,113,12
t15.2023.12.08_b8_t18,AY  |  L AY K  |  T UW  |  W ER K  |  IH N  |  DH IH S  |  S M AO L  |  R UW M  | ,I like to work in this small room,I like to work in this small room.,875.18,104,11
t15.2023.12.08_b8_t19,DH EH R  |  S IH CH UW EY SH AH N  |  IH Z  |  N AA T  |  AE Z  |  B AE D  | ,There situation is not as bad,Their situation is not as bad.,1001.23,98,9
t15.2023.12.08_b8_t20,DH IH S  |  IH Z  |  T IY CH ER Z  |  F EY V ER IH T  |  T AA P IH K  | ,This is teacher's favorite topic,This is teacher's favourite topic.,1161.06,96,9
t15.2023.12.08_b8_t21,SH IY  |  HH AE Z  |  IH K S P IH R IY AH N S  |  IH N  |  EH K JH AH K EY SH AH N  | ,She has experience in education,She has experience in education.,952.66,103,8
t15.2023.12.08_b8_t22,DH IH S  |  W IH L  |  N AA T  |  B EH T ER  |  AE Z  |  M AH CH  |  IH N  |  DH AH  |  L AO NG  |  R AH N  | ,This will not be better as much in the long run.,This will not matter much in the long run.,972.88,117,15
t15.2023.12.08_b8_t23,AY  |  T R AY N D  |  AH  |  L AA T  |  B AH T  |  DH IH S  |  IH Z  |  S T IH L  |  R AO NG  | ,I trained a lot but this is still wrong,"I tried a lot, but this is still wrong.",904.28,111,12
t15.2023.12.08_b8_t24,AY  |  P EY D  |  AO L  |  M AY  |  T EH K S AH Z  |  DH AH  |  N AY T  |  B IH F AO R  | ,I paid all my taxes the night before,I paid all my taxes the night before.,875.51,107,11
t15.2023.12.08_b9_t0,DH IH S  |  IH Z  |  IH Z  |  AH  |  G R OW IH NG  |  K AH M P AH N IY  |  W IH DH  |  M EH N IY  |  EH AH P L OY Z IY  | ,This is is a growing company with many employees,This is a growing company with many employees.,1012.47,124,12
t15.2023.12.08_b9_t1,DH AH  |  L AO  |  K IH V Z  |  EH V R IY W AH N  |  DH IH S  |  W AH N  |  R AY T  | ,The law gives everyone this one right.,The law gives everyone this one right.,1264.71,105,11
t15.2023.12.08_b9_t2,L IH S AH N  |  T UW  |  Y AO R  |  P EH R AH N T S  |  R AY T  |  N AW  | ,Listen to your parents right now,Listen to your parents right now.,997.85,99,9
t15.2023.12.08_b9_t3,W AH T S  |  DH AH  |  AH K EY ZH AH N  |  T AH D EY  | ,What's the occasion today?,What's the occasion today?,814.19,88,8
t15.2023.12.08_b9_t4,Y AO R  |  M AH DH ER  |  S EH D  |  DH IH S  |  IH Z  |  IH N AH F  | ,Your mother said this is enough,Your mother said this is enough.,1469.3,96,9
t15.2023.12.08_b9_t5,HH AW  |  M EH N IY  |  B UH K S  |  AA N  |  L AO  |  T UW  |  Y UW  |  HH AE V  | ,How many books on law do you have,How many books on law do you have?,1333.73,105,11
t15.2023.12.08_b9_t6,W IH CH  |  B UH K  |  AA R  |  Y UW  |  R EH D IH NG  |  T UW  |  R IH L D R AH N  | ,Which book are you reading to children,Which book are you reading to children?,935.04,104,10
t15.2023.12.08_b9_t7,DH IH S  |  S IY M Z  |  L AY K  |  AH  |  L AA R JH  |  K AE CH  | ,This seems like a large catch.,This seems like a large catch.,869.07,97,10
t15.2023.12.08_b9_t8,D UW  |  Y UW  |  HH AE V  |  Y AO R  |  K R EH D AH T  |  K AA R D  | ,Do you have your credit card,Do you have your credit card?,811.04,97,9
t15.2023.12.08_b9_t9,DH AH  |  K AH P AH L  |  K AY T  |  M EH R IY D  |  L AE S T  |  W IY K  | ,The couple got married last week.,The couple got married last week.,967.75,101,10
t15.2023.12.08_b9_t10,AY  |  HH AE V  |  L AY V D  |  IH N  |  IH L AH N OY  |  AH N D  |  D AE L AH S  | ,I have lived in Illinois and Dallas,I have lived in Illinois and Dallas.,989.8,104,10
t15.2023.12.08_b9_t11,T EH L AH V IH ZH AH N  |  S ER V AH S  |  IH Z  |  AO F AH L  |  HH IY R  | ,Television service is awful here.,Television service is awful here.,993.13,99,10
t15.2023.12.08_b9_t12,DH AH  |  JH UH R IY  |  D IH D AA T  |  CH EY N JH  |  DH IH S  |  F AE K T  | ,The jury did not change this fact.,The jury cannot change this fact.,900.74,102,11
t15.2023.12.08_b9_t13,AY  |  W AA Z  |  IH N  |  DH AH  |  T AH K IH NG  |  S K UW L  |  ER IH JH AH N AH L IY  | ,I was in the talking school originally.,I was in the nursing school originally.,1017.32,107,11
t15.2023.12.08_b9_t14,R IY S AY K AH L IH IY  |  L AO  |  D IH P EH N D Z  |  AA N  |  Y AO R  |  S IH T IY  | ,Recycling law depends on your city.,Recycling law depends on your city.,979.45,107,11
t15.2023.12.08_b9_t15,AY M  |  W AA CH IH NG  |  M AY  |  K IH D Z  |  EH JH AH K EY SH AH N  | ,I'm watching my kids' education,I'm watching my kid's education.,1589.97,96,9
t15.2023.12.08_b9_t16,AY  |  B AA R T  |  DH IY S  |  N UW  |  K L OW DH Z  |  T AH D EY  | ,I bought these new clothes today,I bought these new clothes today.,959.46,97,9
t15.2023.12.08_b9_t17,DH IH S  |  M IY  |  S IY M  |  IH M P AO R T AH N T  |  N AW  | ,This may seem important now.,This may seem important now.,872.64,95,9
t15.2023.12.08_b9_t18,T AE K S  |  S IY Z AH N  |  IH Z  |  S ER T AH N L IY  |  IH N T AH R EH S T IH NG  | ,Tax season is certainly interesting,Tax season is certainly interesting.,758.49,104,8
t15.2023.12.08_b9_t19,DH EH R Z  |  S OW  |  M AH CH  |  N OY Z  |  IH N  |  DH AH  |  K AE P IH T AH L  |  S IH T IY  | ,There's so much noise in the capital city.,There's so much noise in the capital city.,1434.81,112,12
t15.2023.12.08_b9_t20,Y AO R  |  S T AO R IY  |  IH Z  |  N AA T  |  K L IH R  |  EH N IY M AO R  | ,Your story is not clear anymore.,Your story is not clear anymore.,1001.47,102,10
t15.2023.12.08_b9_t21,DH IH S  |  R UW M  |  IH Z  |  K W AY T  |  N IY T  | ,This room is quite neat.,This room is quite neat.,818.61,90,9
t15.2023.12.08_b9_t22,T R AH IH L D R AH N  |  T UW  |  N AA T  |  L AY K  |  P AH JH IH SH M AH N T  | ,Children do not like punishment,Children do not like punishment.,844.51,101,8
t15.2023.12.08_b9_t23,M AY  |  W AY F  |  TH IH NG Z  |  DH IH S  |  IH Z  |  N AA T  |  W ER TH  |  DH AH  |  T AY M  | ,My wife thinks this is not worth the time,My wife thinks this is not worth the time.,819.04,111,12
t15.2023.12.08_b9_t24,DH EY  |  M EY K  |  L EH S  |  M EH N IY  |  IH N  |  DH IH S  |  S IY Z AH N  |  W IH DH  |  S N OW  | ,They make less money in this season with snow.,They make less money in this season with snow.,1017.67,116,13
t15.2023.12.10_b7_t0,W IH L  |  Y UW  |  S P EH N D  |  AO L  |  DH AE T  |  T AY M  |  R EH D IH NG  |  Y AO R  |  B UH K  | ,Will you spend all that time reading your book,Will you spend all that time reading your book?,876.99,115,12
t15.2023.12.10_b7_t1,AY  |  AE M  |  HH IY R  |  F AO R  |  M AY  |  F R EH N D Z  |  K AH M P AH N IY  | ,I am here for my friends company,I am here for my friend's company.,1013.21,106,10
t15.2023.12.10_b7_t2,Y UW  |  SH UH D  |  V OW T  |  F AO R  |  DH AH  |  F Y UW CH ER  | ,You should vote for the future.,You should vote for the future.,903.92,95,10
t15.2023.12.10_b7_t3,DH AH  |  M AO R N IH NG  |  S AH N  |  L AY T  |  IH Z  |  W AY T  | ,The morning sunlight is white,The morning sun light is white.,853.21,96,8
t15.2023.12.10_b7_t4,M AY  |  T IY CH ER Z  |  AA R  |  V EH R IY  |  EH L P F AH L  | ,My teachers are very helpful,My teachers are very helpful.,824.03,95,8
t15.2023.12.10_b7_t5,IH Z  |  DH IH S  |  N OY Z  |  F R AH M  |  DH AH  |  D IH V IY  | ,Is this noise from the Divvy?,Is this noise from the TV?,1230.9,97,11
t15.2023.12.10_b7_t6,IH T  |  Y AO R  |  F UW D  |  IH T S  |  G EH T IH NG  |  K OW L D  | ,"Eat your food, it’s getting cold.","Eat your food, it's getting cold.",905.42,97,12
t15.2023.12.10_b7_t7,HH UW  |  B EH S AH S AH N T S  |  F R AH M  |  DH IH S  |  P AA L AH S IY  | ,Who benefits from this policy?,Who benefits from this policy?,862.48,99,9
t15.2023.12.10_b7_t8,M AY  |  D AO T ER  |  L AY K S  |  T UW  |  P L EY  |  AW T S AY D  |  IH N  |  DH AH  |  Y AA R D  | ,My daughter likes to play outside in the yard.,My daughter likes to play outside in the yard.,988.68,114,13
t15.2023.12.10_b7_t9,AH  |  W IH L  |  AH N D ER S T AE N D  |  W EH N  |  AY  |  T AO K  |  T UW  |  HH IH M  | ,I will understand when I talk to him,He will understand when I talk to him.,1074.66,108,11
t15.2023.12.10_b7_t10,HH AW  |  M EH N IY  |  K AE N D AH W AH L T IY Z  |  W ER  |  DH EH R  | ,How many candlealties were there,How many casualties were there?,818.8,98,9
t15.2023.12.10_b7_t11,L AH G ZH ER IY  |  D AH Z  |  N AA T  |  HH AE V  |  T UW  |  B IY  |  IH K S P EH N S IH V  | ,Luxury does not have to be expensive,Luxury does not have to be expensive.,738.08,111,10
t15.2023.12.10_b7_t12,AY  |  L AY K  |  AO L  |  DH IH S  |  OW P ER N  |  S P EY S  |  ER AW N D  |  DH AH  |  HH AW S  | ,I like all this open space around the house,I like all this open space around the house.,1561.95,112,12
t15.2023.12.10_b7_t13,IY V N IH NG  |  IH Z  |  DH AH  |  B EH S T  |  T AY M  |  F AO R  |  R EH D IH NG  | ,Evening is the best time for reading.,Evening is the best time for reading.,1004.36,105,12
t15.2023.12.10_b7_t14,N AH TH IH NG  |  K AE N  |  S T AH P  |  M IY  |  F R AH M  |  D UW IH NG  |  DH IH S  | ,Nothing can stop me from doing this,Nothing can stop me from doing this.,894.54,106,10
t15.2023.12.10_b7_t15,SH IY  |  W IH L  |  S IH T  |  AH R AO S  |  DH AH  |  R UW M  | ,She will sit across the room.,She will sit across the room.,905.61,95,10
t15.2023.12.10_b7_t16,S EH V AH N T IY  |  AO F AH L  |  Y IH R Z  | ,Seventy awful years,Seventy awful years.,948.02,84,7
t15.2023.12.10_b7_t17,AH P IY L  |  AH V  |  N AH G ZH ER IY  |  TH IH NG Z  |  IH Z  |  S AH M TH IH NG  |  EH L S  | ,Appeal of nuggery things is something else,Appeal of luxury things is something else.,1008.1,110,13
t15.2023.12.10_b7_t18,DH IH S  |  IH Z  |  AH  |  P EH S AH L  |  S IH T IY  |  IH Z  |  DH AH  |  S P EH SH AH L  |  K AH N T R IY  | ,This is a special city is the special country,This is a special city in the special country.,937.64,119,12
t15.2023.12.10_b7_t19,S ER T AH N  |  P IY P AH L  |  EH N JH OY  |  DH IH S  |  K AY N D  |  AH V  |  M Y UW Z IH K  | ,Certain people enjoy this kind of music,Certain people enjoy this kind of music.,835.86,112,10
t15.2023.12.10_b7_t20,K AE M P IH NG  |  IH Z  |  K AE T IH NG  |  M AO R  |  IH K S P EH N S IH V  | ,Camping is getting more expensive,Camping is getting more expensive.,895.66,99,8
t15.2023.12.10_b7_t21,HH UW  |  TH AO T  |  AH V  |  DH IH S  |  W AH N D ER F AH L  |  AY D IY AH  | ,Who thought of this wonderful idea?,Who thought of this wonderful idea?,1080.81,100,10
t15.2023.12.10_b7_t22,S AH M  |  M AO R  |  T AY M  |  IH N  |  DH AH  |  M AO R N IY  |  W UH D  |  B IY  |  N AY S  | ,Some more time in the morning would be nice,Some more time in the morning would be nice.,926.53,114,12
t15.2023.12.10_b7_t23,W AH T  |  W AA Z  |  DH AH  |  IH K S Z AE K T  |  L AY N  |  IH N  |  DH AH  |  P L EY  | ,What was the exact line in the play?,What was the exact line in the play?,941.24,108,12
t15.2023.12.10_b7_t24,W IY  |  M AH S T  |  AO L W EY Z  |  G IY T  |  L UH K IH NG  |  F AO R W ER D  | ,We must always get looking forward,We must always keep looking forward.,854.13,104,9
t15.2023.12.17_b11_t0,CH EH K  |  DH AH  |  OY L NG  |  IH N  |  DH AH  |  K AA R  |  F ER S T  | ,Check the oil in the car first,Check the oil in the car first.,1056.48,100,10
t15.2023.12.17_b11_t1,DH AH  |  V Y UW  |  F R AH M  |  HH IY R  |  IH Z  |  N AA T  |  W IH DH  |  IH T  | ,The view from here is not with it.,The view from here is not worth it.,1024.74,106,12
t15.2023.12.17_b11_t2,HH IY  |  IH Z  |  K W AY T  |  AH  |  S OW SH AH L  |  P ER S AH N  | ,He is quite a social person.,He is quite a social person.,850.78,97,10
t15.2023.12.17_b11_t3,DH EH  |  W IH L  |  B IY  |  M AO R  |  L AY K  |  S AH M W EH R  |  ER AW N D  |  HH IY R  | ,There will be more like somewhere around here,There will be more light somewhere around here.,920.24,111,11
t15.2023.12.17_b11_t4,DH AE T  |  W UH M AH N  |  W IH L  |  CH EH K  |  DH IH S  |  F AE K T  | ,That woman will check this fact,That woman will check this fact.,942.83,98,9
t15.2023.12.17_b11_t5,D UW  |  N AA T  |  S EH L  |  Y AO R  |  F R IY  |  T AY M  |  AA R  |  Y AO R  |  S P EY S  |  AH V  |  M AY N D  | ,Do not sell your free time or your space of mind.,Do not sell your free time or your peace of mind.,1019.21,125,15
t15.2023.12.17_b11_t6,IH T  |  AO L  |  W ER K T  |  AW T  |  K W AY T  |  W EH L  |  F AO R  |  AW ER  |  F AE M AH L IY  | ,It all worked out quite well for our family.,It all worked out quite well for our family.,942.96,115,13
t15.2023.12.17_b11_t7,DH AH  |  JH OY  |  AH V  |  AE N  |  ER L IY  |  M ER R IY  |  M ER K  | ,The joy of an early merry murk,The joy of an early morning walk.,877.85,102,11
t15.2023.12.17_b11_t8,IH T  |  IH Z  |  IY Z IY ER  |  T UW  |  G OW  |  W IH DH AW T  |  M UW N  | ,It is easier to go without moon,It is easier to go without food.,1045.75,102,10
t15.2023.12.17_b11_t9,M AY  |  V IH ZH AH N  |  D AH Z  |  N AA T  |  AH B AW N T  |  T UW  |  EH N IY TH IH NG  | ,My vision does not abound to anything,My vision does not amount to anything.,876.78,108,10
t15.2023.12.17_b11_t10,DH AH  |  B EY B IY  |  W IH L  |  S T IH K  |  IH Z  |  IH T  |  IH N  |  DH AH  |  F UW D  | ,The baby will stick it in the food.,The baby will stick its head in the food.,892.19,111,12
t15.2023.12.17_b11_t11,HH AW  |  OW Z B AH N  |  D UW  |  Y UW  |  G OW  |  F AO R  |  AH  |  W AO K  |  W IH DH  |  HH IH M  | ,How's Ben? Do you go for a walk with him?,How often do you go for a walk with him?,1072.29,115,16
t15.2023.12.17_b11_t12,W IY  |  SH UH D  |  T AH N  |  ER AW N D  |  AH T  |  B IH G  |  ER AH P  |  F R AH M  |  G UW  | ,We should turn around at big erup from goo,We should turn around and pick her up from school.,966.09,113,13
t15.2023.12.17_b11_t13,DH AH  |  G AY  |  W IH L  |  G OW  |  N AO TH  |  DH AH  |  HH IY R  | ,The guy will go north the here,The car will go north from here.,1017.04,98,10
