idx,n_candidates,prediction,ground_truth,time_ms,tokens_in,tokens_out
792,5,Who thought of this wonderful idea?,Who thought of this wonderful idea?,863.73,384,7
793,5,Some more time in the morning would be nice.,Some more time in the morning would be nice.,919.38,452,10
794,5,What was the exact line in the play?,What was the exact line in the play?,822.66,422,9
795,5,We must always keep looking forward.,We must always keep looking forward.,814.57,400,7
796,5,Check the oil in the car first.,Check the oil in the car first.,758.06,379,8
797,5,The view from here is not worth it.,The view from here is not worth it.,785.04,407,9
798,5,He is quite a social person.,He is quite a social person.,778.06,367,7
799,5,They will be more like somewhere around here.,There will be more light somewhere around here.,671.72,438,9
800,5,That woman will check this fact.,That woman will check this fact.,729.41,371,7
801,5,Do not sell your free time or your space of mind.,Do not sell your free time or your peace of mind.,778.85,499,12
802,5,It all worked out quite well for our family.,It all worked out quite well for our family.,926.4,456,10
803,5,The joy of an early morning walk.,The joy of an early morning walk.,724.59,391,8
804,5,It is easier to go without moon.,It is easier to go without food.,909.18,386,8
805,5,My vision does not amount to anything.,My vision does not amount to anything.,769.12,423,8
806,5,We should turn around and pick her up from school.,We should turn around and pick her up from school.,781.08,450,11
807,5,They must think if they can live with this decision.,They must think if they can live with this decision.,761.18,498,11
808,5,I am not sure if this will be interesting to the kids.,I am not sure if this will be interesting to the kids.,860.86,541,13
809,5,That was a close call.,That was a close call.,870.87,320,6
810,5,"First of all, remember to be nice.","First of all, remember to be nice.",766.2,395,9
811,5,Can you put the book down for a few minutes?,Can you put the book down for a few minutes?,719.98,467,11
812,5,"Yes, I am talking to you.","Yes, I am talking to you.",815.11,343,8
813,5,This will make somebody care for the situation.,This will make somebody care for the situation.,921.89,466,9
814,5,We talked about this the other day.,We talked about this the other day.,818.04,395,8
815,5,What was your experience working with him?,What was your experience working with him?,962.64,437,8
816,5,She was the division head in the college.,She was the division head in the college.,874.42,444,9
817,5,He wants it to make four miles.,He wanted to walk for miles.,787.05,372,8
818,5,"Please, that's enough music for today.","Please, that's enough music for today.",890.17,399,8
819,5,We need to work more on the social part.,We need to work more on the social part.,790.04,449,10
820,5,This married couple will enjoy their visit.,This married couple will enjoy their visit.,709.48,442,8
821,5,I don't see what the purpose is.,I don't see what the problem is.,735.0,371,8
822,5,I guess something has to go.,I guess something has to go.,778.71,349,7
823,5,Do you know that I have never seen a budget?,Do you know that I've never seen a monkey?,846.17,449,11
824,5,They enjoyed the school.,They've enjoyed the school.,625.54,316,5
825,5,Proofs of person.,Prince of Persia.,701.35,281,5
826,5,Seeing as you have got some older children.,Seeing as you've got some older children.,910.99,443,9
827,5,I think it's cost a lot.,I think it's caused a lot.,1236.93,346,7
828,5,If you haven't flown down.,If you haven't slowed down.,743.06,330,6
829,5,We also set aside money for entertainment.,We also set aside money for entertainment.,1186.06,443,8
830,5,I enjoy the news.,I enjoy the news.,690.06,298,5
831,5,Everything I learned about engine room.,Everything I learned about ancient Rome.,701.31,394,7
832,5,Right now I'm busy chasing my kids.,Right now I'm busy chasing my kids.,774.07,391,8
833,5,Wasn't it allowed to bring a lawn mower?,Wasn't allowed to run a lawn mower.,889.35,395,10
834,5,The storyline was just incredible.,The coastline was just incredible.,747.62,387,6
835,5,Why do you say that actually?,Why do you say that actually.,968.19,364,7
836,5,You were great.,You were great.,654.33,259,4
837,5,"Ten months later, he said.",Ten months later he said.,770.91,342,7
838,5,I'm glad to hear that.,I'm glad to hear that.,664.07,325,6
839,5,I had to change the water in that.,I had to change the water in that.,1323.73,411,9
840,5,"I mean, I haven't had it that long.",I mean I've haven't had it that long.,867.89,412,10
841,5,When they fall over.,When they fall over.,789.63,287,5
842,5,Check out our free versions.,Check out our free versions!,715.89,337,6
843,5,I make my living by first.,I make my living by phone.,755.6,346,7
844,5,I'm in charge of raising them.,I'm in charge of raising them.,881.79,362,7
845,5,I think it would work out well.,I think it would work out well.,987.12,373,8
846,5,They will not get everything done anyway.,They will not get everything done anyway.,749.87,421,8
847,5,People from my college were already there.,People from my college were already there.,822.18,421,8
848,5,I will probably say no to this.,I will probably say no to this.,923.95,394,8
849,5,It is the policy in this country.,It is the policy in this country.,713.54,403,8
850,5,Having too much peer pressure can be difficult.,Having too much power can be difficult.,747.95,422,9
851,5,Luxury clothes these days are quite expensive.,Luxury clothes these days are quite expensive.,647.97,458,8
852,5,Is your family from Dallas?,Is your family from Dallas?,679.02,356,6
853,5,There seems to be some confusion about this.,There seems to be some confusion about this.,760.28,446,9
854,5,There are some awful places in that country.,There are some awful places in that country.,778.71,448,9
855,5,My computer is not working anymore.,My computer is not working anymore.,1297.83,399,7
856,5,Employees should do some field work when they join.,Employees should do some field work when they join.,818.61,486,10
857,5,Where it is that awful noise coming from?,Where is that awful noise coming from?,747.79,431,9
858,5,My American friends are from Texas.,My American friends are from Texas.,835.82,412,7
859,5,The old newspaper will have a re-report on this.,The old newspaper will have a report on this.,873.08,487,11
860,5,How much do you have to pay for your credit card?,How much do you have to pay for your credit card?,1123.1,499,12
861,5,We cannot go there without you.,We cannot go there without you.,818.25,372,7
862,5,Not everyone can exercise in the morning.,Not everyone can exercise in the morning.,923.54,434,8
863,5,The work gets easy with experience.,The work gets easier with experience.,716.04,402,7
864,5,I have been working on this since early morning.,I have been working on this since early morning.,870.51,456,10
865,5,The air is clear at night.,The air is clear at night.,673.97,341,7
866,5,I will probably get a car soon.,I will probably own a car soon.,781.99,399,8
867,5,"With their good luck, they will avoid these problems.","With their good luck, they will avoid these problems.",949.33,471,11
868,5,How many minutes did it take to cook this food?,How many minutes did it take to cook this food?,817.92,487,11
869,5,Let's play this new version of my favorite music.,Let's play this new version of my favorite music.,1027.42,483,10
870,5,"Most of us think we know the story of Detroit, Michigan.","Most of us think we know the story of Detroit, Michigan.",915.44,544,13
871,5,That was one thing that's been really nice to have.,That was one thing that's been really nice to have.,1007.43,490,11
872,5,They shot him point blank in the face.,They shot him point blank in the face.,761.26,414,9
873,5,These are made with a flour tortilla.,These are made with a flour tortilla.,895.79,413,8
874,5,Did you hear from another person?,Did you hear from another person?,892.94,380,7
875,5,It has been like fifteen years.,It has been like fifteen years.,827.77,374,7
876,5,Here are my notes from the first draft of the paper.,Here are my notes from the first draft of the paper.,935.52,522,12
877,5,Do you have any pets now?,Do you have any pets now?,2228.95,353,7
878,5,My mom lives like I do.,My mom lives like I do.,742.29,343,7
879,5,That is a very good point.,That is a very good point.,814.97,360,7
880,5,Who is related to who?,Who is related to who?,719.51,322,6
881,5,How much time do you spend with your children?,How much time do you spend with your children?,779.95,465,10
882,5,She is more famous since she did that.,She is more famous since she did that.,858.3,430,9
883,5,They don't make them anymore.,They don't make them anymore.,714.87,344,6
884,5,There were none left by the year two thousand.,There were none left by the year two thousand.,1228.0,447,10
885,5,"Wayne State University is in Detroit, Michigan.","Wayne State University is in Detroit, Michigan.",832.59,464,10
886,5,It's an invasion of privacy.,It's an invasion of privacy.,714.54,362,6
887,5,There were no reports of casualties.,There were no reports of casualties.,804.82,400,7
888,5,The blue sky looks so pretty.,The blue sky looks so pretty.,922.92,363,7
889,5,It is impressive in more than just quantity.,It is impressive in more than just quantity.,768.65,462,9
890,5,That is strange to me.,That is strange to me.,766.66,338,6
891,5,I'm worth more money than they are.,I'm out more money than they are.,1128.18,377,8
892,5,I am from Argentina.,I am from Argentina.,741.51,317,5
893,5,It is like many the clergy.,It is like winning the lottery.,790.98,377,7
894,5,I did it all of the time.,I did it all on the job.,715.83,353,8
895,5,Both can be a little bit juvenile.,Pets can be a lot of trouble.,819.36,383,8
896,5,Whatever you like.,Whatever you like.,680.25,281,4
897,5,The movie is so funny.,The movie is slow burning.,848.59,346,6
898,5,We don't listen to any elevator music at my house.,We don't listen to any elevator music at my house.,872.9,514,11
899,5,What do you think?,What do you think?,974.55,292,5
900,5,He was a good player.,He was a good player.,717.22,320,6
901,5,You came out on top.,You came out on top.,796.15,310,6
902,5,That really sticks me off.,That really ticks me off.,657.33,338,6
903,5,There were thousands of calls on the phone.,There were thousands of cows on the farm.,795.96,424,9
904,5,"Now, some people object, citing primary dependence.",Now some people object during primary debates.,769.14,472,10
905,5,You have to do the random drug testing.,You have to do the random drug testing.,869.43,429,9
906,5,"The recipe turned out great, thanks to you.",The recipe doesn't require kneading the dough.,975.42,434,10
907,5,They could sell five million of these.,They could sell five million of those.,840.09,391,8
908,5,The retrenching was along well with that.,The ranch dressing goes along well with that.,1173.15,429,9
909,5,It used to cost six bucks.,It used to cost six bucks.,1006.94,362,7
910,5,In these situations I don't know how to behave.,In those situations I don't know how to behave.,813.1,462,10
911,5,It would be faster just to make one.,It would be fun just to win one.,821.57,418,9
912,5,The full decision spectrum is available here.,The full decision statement is available here.,818.34,453,8
913,5,Especially with Marty and Ari on them.,Especially with butter and honey on them.,894.73,429,8
914,5,"I'm interested in seeing it, it might help us.",I'm interested in having it in my office.,846.45,443,11
915,5,I do that talk to many people on the palliative.,I do not talk to many people in the military.,1330.14,497,12
916,5,How do they need to trade before the deadline?,Who do they need to trade before the deadline?,919.32,453,10
917,5,You will gain competence with respect to the material.,You will gain competence with respect to the material.,797.95,514,10
918,5,It's not hard to find a job that's part time.,It's not hard to find a job that's part time.,945.34,490,11
919,5,Do you still drive that old car?,Do you still drive that old car?,739.18,385,8
920,5,They would have to be supported in some way.,They would have to be supported in some way.,1148.0,453,10
921,5,I miss the intellectual stimulation of taking classes in college.,I miss the intellectual stimulation of taking classes in college.,794.07,565,11
922,5,As you get older you will understand.,As you get older you will understand.,697.79,402,8
923,5,You would know if you lost it or something.,You would know if you lost it or something.,775.16,440,10
924,5,Are you a computer hacker?,Are you a computer hacker?,862.03,335,6
925,5,There is a very serious situation across the street.,There is a very serious situation across the street.,710.96,504,10
926,5,I don't make that much money.,I don't make that much money.,690.71,368,7
927,5,It's actually just twelve years old.,It's actually just twelve years old.,846.9,409,7
928,5,They were not really into sports.,They were not really into sports.,818.29,380,7
929,5,Thank you and please enjoy your stay.,"Thank you, and please enjoy your stay!",753.36,416,8
930,5,My favorite author just released a brand new book.,My favorite author just released a brand new book.,884.37,477,10
931,5,I didn't know there was such a thing.,I didn't know there was such a thing.,817.06,411,9
932,5,That is my retirement plan.,That is my retirement plan.,674.84,355,6
933,5,I would like to see a little bit more of that.,I would like to see a little bit more of that.,962.1,487,12
934,5,I have to balance work and life.,I have to balance work and life.,952.09,385,8
935,5,He took care of it.,He took care of it.,787.38,315,6
936,5,I love to watch cartoons on Saturday morning.,I love to watch cartoons on Saturday morning.,845.38,448,9
937,5,She will be a sophomore in high school next year.,She will be a sophomore in high school next year.,896.64,483,11
938,5,Some interviews will be a lot more casual.,Some interviews will be a lot more casual.,928.47,455,9
939,5,You have just what store to buy.,You have a choice of which car to buy.,912.99,382,8
940,5,My real concern is this.,My real concern is this.,817.7,328,6
941,5,It's been kind of scary.,It's been kind of scary.,716.39,329,6
942,5,They would have never built it.,They would have never picked it out.,716.14,352,7
943,5,That is way their kind played out weak.,That is why they're kind of behind on work.,820.34,417,9
944,5,She can do it.,She can do it.,816.98,281,5
945,5,She's like seventy-four years old now.,She's like seventy four years old now.,818.21,415,8
946,5,I couldn't exercise.,I couldn't understand.,739.32,291,4
947,5,I just want to enjoy myself a little bit.,I just want to enjoy myself a little bit.,890.59,467,10
948,5,It costs gap or twenty dollars per ounce.,It costs ten or twenty dollars per ounce.,816.16,434,9
949,5,Up north it's real different for you.,Of course it's real convenient for you.,830.73,405,8
950,5,At my insurance is set to expire.,And my insurance is about to expire.,818.88,405,8
951,5,I sew clothes for them every once a month.,I sew clothes for them every once in a while.,784.06,441,10
952,5,He won a few trips or something along those lines.,He won a free trip or something along those lines.,856.18,494,11
953,5,The brakes were pressed onto rear it.,The sport looks fun until you're playing it.,792.19,394,8
954,5,You have to look around at the school.,You have to look around at the school.,766.35,402,9
955,5,I still like the New York Giants.,I still like the New York Giants.,1256.39,393,8
956,5,I majored in environmental engineering in college.,I studied environmental engineering in college.,744.19,414,9
957,5,My youth really wanted a bit more.,My son really wanted a pet bird.,1248.14,386,8
958,5,What have the biggest crises as the animal kingdom?,One of the biggest creatures in the animal kingdom.,918.25,491,10
959,5,Have you thought about therapies that are based on reiki?,Have you seen that one about survivors in the Amazon rain forest?,858.18,543,12
960,5,I hope everything works out up there.,I hope everything works out up there.,882.69,391,8
961,5,Are you pleased with this decision?,Are you pleased with this decision?,817.89,387,7
962,5,The town is just over the hill here.,The town is just over the hill here.,767.79,413,9
963,5,It's totally ridiculous.,It's totally ridiculous.,769.59,317,4
964,5,"In other words, there is a choice to make.","In other words, there is a choice to make.",768.82,439,11
965,5,That does not seem quite fair.,That does not seem quite fair.,939.04,366,7
966,5,That is horrible.,That is horrible.,748.62,274,4
967,5,Fill the jar to the top with boiling water.,Fill the jar to the top with boiling water.,789.46,458,10
968,5,It was a prime time football game.,It was a prime time football game.,917.49,389,8
969,5,Not too long ago.,Not too long ago.,747.35,294,5
970,5,She has had really good luck this year.,She has had really good luck this year.,857.67,425,9
971,5,I went back to school and got my master's degree.,I went back to school and got my Master's degree.,882.49,499,11
972,5,Then I heard a very loud explosion.,Then I heard a very loud explosion.,933.92,414,8
973,5,My dad is a potato farmer.,My dad is a potato farmer.,1166.14,361,7
974,5,That's a good option to consider.,That's a good option to consider.,765.01,370,7
975,5,Do you want to eat inside or outside?,Do you want to eat inside or outside?,861.0,420,9
976,5,And so we usually sit outside.,And so we usually sit outside.,760.97,400,7
977,5,Professors from other universities will present their research.,Professors from other universities will present their research.,858.55,518,11
978,5,They are now starting to make them.,They are now starting to make them.,898.33,390,8
979,5,I guess there are a few things around still.,I guess there are a few things around still.,774.76,440,10
980,5,They are so small.,They are so small.,820.66,284,5
981,5,It is a fairly large liberal arts college as well.,It is a fairly large liberal arts college as well.,811.11,506,11
982,5,Having a job will keep you out of trouble.,Having a job will keep you out of trouble.,819.91,457,10
983,5,I like it here.,I like it here.,686.69,289,5
984,5,"Rigorously, the conversation takes into account all elements.","Occasionally, the conversation turns into an argument.",894.61,487,12
985,5,We need to buy more of them.,We need to buy more and more of them.,717.57,435,8
986,5,I got that at Joe's just down there.,A guy that I know just got a job there.,898.34,442,10
987,5,I hope you all enjoy this.,I hope you all enjoy this!,944.86,354,7
988,5,Where I go to church now.,Where I go to church now.,918.84,338,7
989,5,It's hard for me to adapt.,It's hard for me to admit.,921.7,368,7
990,5,You don't get nearly enough exercise.,You don't get nearly enough exercise.,1122.49,392,7
991,5,She'll be two years old in July.,She'll be two years old in July.,818.0,396,9
992,5,I filed my taxes early this year.,I filed my taxes early this year.,814.74,397,8
993,5,You still need your mother's permission.,You still need your mother's permission.,719.29,387,7
994,5,And a very good afternoon to you.,And a very good afternoon to you.,720.96,390,8
995,5,American car companies.,American car companies.,803.13,322,4
996,5,I've got a two year old and a four year old.,I've got a two year old and a four year old.,754.77,476,12
997,5,That's pretty much the sound end of the state.,That's pretty much the south end of the state.,768.83,452,10
998,5,I was kind of into it for a while there.,I was kind of into it for a while there.,929.35,458,11
999,5,Occasionally these things may not be true.,"Occasionally, these things may not be true.",910.44,430,10
1000,5,I'll get around to it.,I'll get around to it.,965.9,319,6
1001,5,It's a package deal.,It's a package deal.,905.55,300,5
1002,5,The result of the test was negative.,The result of the test was negative.,718.91,406,8
1003,5,I will be visiting New England.,I will be visiting New England.,751.49,378,7
1004,5,I guess because we don't care all that much.,I guess because we don't go out that much.,781.01,442,10
1005,5,The daycare accepted infants starting at six weeks old.,The day care accepted infants starting at six weeks old.,793.76,528,10
1006,5,An absolute certainty.,An absolute certainty.,741.04,303,4
1007,5,I think it is a wonderful intimate place.,I think it is a wonderful interim place.,883.61,436,9
1008,5,We did go camping in Arkansas.,We did go camping in Arkansas.,962.39,364,7
1009,5,That would have been something.,That would have been something.,946.13,342,6
1010,5,I would contemplate going in a cruise now.,I would contemplate going on a cruise now.,746.53,425,9
1011,5,You know what I would love.,You know what I would love.,964.22,332,7
1012,5,It was out of his hands at that point.,It was out of his hands at that point.,769.36,440,10
1013,5,For legal reasons and that's what I know.,For legal assistant and that's what I know.,723.71,443,9
1014,5,My wife and I both like it.,My wife and I both like it.,1065.39,356,8
1015,5,How do you measure it?,How do you measure it?,697.79,312,6
1016,5,I don't really follow the news very closely.,I don't really follow the NBA very closely.,1026.43,462,9
1017,5,She was perhaps a little bit leery of her.,She was always a little bit leery of her.,778.7,449,11
1018,5,It's really hot too.,It's really hard to.,680.13,296,5
1019,5,It looks like it would be.,It looks like it would be.,745.5,352,7
1020,5,"That would be devastating, I'm sure.",That would be devastating I'm sure.,983.77,386,8
1021,5,If it's run by the institutional state.,If it's run by the individual state.,761.57,414,8
1022,5,"And so you know, and it's his choice to make.","And so, you know, and it's his choice to make.",978.09,451,12
1023,5,You just gave it away.,You just gave it away.,1228.18,328,6
1024,5,The accident ran situation or the Olson diplation.,The acid rain situation or the ozone depletion?,1126.54,481,10
1025,5,Employment income.,Employment income.,921.97,280,3
1026,5,I have to be real careful.,I have to be real careful.,919.81,355,7
1027,5,I hope they enjoyed this article.,I hope you enjoyed this article.,1023.49,381,7
1028,5,My husband travels.,My husband travels.,1227.81,292,4
1029,5,They're not opening up shops.,They're not owning homes.,708.41,300,6
1030,5,Where do you go camping at around here?,Where do you go camping at around here?,929.62,425,9
1031,5,I try to save that for the weekend.,I try to save that for the weekend.,778.2,414,9
1032,5,We've got these ones.,We've got these ones.,1077.58,310,5
1033,5,That's just the way it was.,That's just the way it was.,806.13,357,7
1034,5,Victimals crawl in the fence.,Vegetables grow in the fields.,817.53,357,8
1035,5,It's kind of like during this loan.,It's kind of like drawing this line.,787.87,403,8
1036,5,I had gone to a very friendly little area.,I had gone to a very dimly lit area.,851.89,466,10
1037,5,Which one is the tourist area?,Which one is the tourist area?,1226.13,369,7
1038,5,I was raised in New York.,I was raised in New York.,921.38,329,7
1039,5,When you leave a job.,When you leave a job.,818.34,317,6
1040,5,That's the only pollution that's been there.,That's the only pollution that's been there.,1167.87,415,8
1041,5,They needn't a smaller setting.,They needed a smaller setting.,724.12,351,7
1042,5,They put it out in a video.,They put it out in a video.,728.66,372,8
1043,5,Especially in the winter.,Especially in the winter.,757.09,325,5
1044,5,You like bikes and things.,You like pets and things.,715.61,327,6
1045,5,Like building a house or anything.,Like building a house or anything.,716.23,380,7
1046,5,I don't think I would have insurance.,I don't think I would have insurance.,685.47,399,8
1047,5,"It's home by road, bay.",It's up by Green Bay.,770.75,314,7
1048,5,I make a lot of my responses myself.,I make a lot of my Christmas presents.,780.36,421,9
1049,5,I think a lot of choices.,I think a lot of choices.,736.22,348,7
1050,5,Get rejected or what not.,Get arrested or what not.,916.04,334,6
1051,5,That decision is expected early next week.,That decision is expected early next week.,816.79,449,8
1052,5,It is fine.,It is fine.,819.79,264,4
1053,5,I was raised in this area.,I was raised in this area.,655.8,356,7
1054,5,He scored better than we did on the final exam.,He scored better than we did on the final exam.,807.76,505,11
1055,5,Did you see it the other night?,Did you see it the other night?,1268.89,369,8
1056,5,"Yeah, I really mean that.",Yeah I really mean that.,747.93,327,7
1057,5,He's been a legend for so many years.,He's been a legend for so many years.,820.16,435,9
1058,5,I can still read music.,I can still read music.,714.35,334,6
1059,5,How are you liking it?,How are you liking it?,9113.52,316,6
1060,5,I was on and off silly drugs.,I was accused of selling drugs.,728.53,371,8
1061,5,Did you find it hard to make decisions?,Did you find it hard to make decisions?,880.32,440,9
1062,5,How did you come to join that team?,How did you come to join that team?,848.76,422,9
1063,5,I went back home tonight.,I went back home tonight.,1130.42,322,6
1064,5,The Tor Mail Ray.,The door bell rang.,713.83,286,5
1065,5,I think I did too use insecticide on my lawn.,I try not to use insecticides on my lawn.,1020.54,448,12
1066,5,It does not stir up as much as I remember while growing up.,It does not snow as much as I remember while growing up.,920.55,554,14
1067,5,We just drove through Oklahoma City.,We drove through Oklahoma City.,820.53,363,7
1068,5,After cremation the remains will go on to a variety of causes.,"After graduation, the students will go on to a variety of colleges.",1022.36,602,14
1069,5,It's still in great shape.,It's still in great shape.,920.41,331,6
1070,5,The military has a strong presence in the Persian Gulf.,The military has a strong presence in the Persian Gulf.,1330.58,523,11
1071,5,That is peanuts compared to what I usually buy.,That is cheap compared to what I usually buy.,1025.09,466,10
1072,5,"On the other hand, I am quite good.","On the other hand, I am quite good.",921.93,397,10
1073,5,I love this country so much.,I love this country so much.,912.87,357,7
1074,5,You get the point.,You get the point.,698.75,298,5
1075,5,Were you totally from Texas?,Were you calling me from Texas?,742.11,378,6
1076,5,"I love eating pickles, bye.",I love eating pecan pie.,913.53,339,8
1077,5,We went to go see the Marvel movie Thor.,We went to go see The Godfather Part Three.,801.78,466,10
1078,5,It is strange enough.,It is strange enough.,685.16,301,5
1079,5,I think its relevance is pretty rebutted.,I think its relevance is pretty limited.,872.34,432,9
1080,5,Came up first to the recess.,Give a voice to the voiceless!,723.12,351,8
1081,5,There has been a change in the laws of war.,There has been a change in the price of oil.,921.01,453,11
1082,5,I absolutely loved it.,I absolutely loved it.,811.84,318,5
1083,5,I guess what you have to do is just relax.,I guess what you have to do is just relax.,922.78,474,11
1084,5,I think tiny homes can be good for some people.,I think nursing homes can be good for some people.,817.34,499,11
1085,5,He's going to be traveling to Europe with a group of friends.,He's going to be traveling to Europe with a group of friends.,961.87,572,13
1086,5,They live in a little white frame house.,They live in a little white frame house.,1189.24,411,9
1087,5,They failed because of his drug addiction.,They fell out because of his drug addiction.,756.43,440,8
1088,5,Nobody remembers him as a loser.,Nobody remembers him as a loser.,1290.37,391,7
1089,5,Teach children to love reading for pleasure.,Teach children to love reading for pleasure.,920.38,438,8
1090,5,So what company do you work for?,So what company do you work for?,818.28,389,8
1091,5,We had such a good time.,We had such a good time.,713.3,350,7
1092,5,It's kind of funny.,It's kind of funny.,764.67,304,5
1093,5,Because a lot of our friends will be coming over later.,Because a lot of our friends will be coming over later.,802.42,527,12
1094,5,That will be a big thrill for them.,That will be a big thrill for them.,788.39,410,9
1095,5,Do you have any kids or pets?,Do you have any kids or pets?,819.12,388,8
1096,5,"Well, that just pretty good.",Well that sounds pretty good.,817.74,347,7
1097,5,That's what I was about to say.,That's what I was about to say.,726.57,379,8
1098,5,But they're planning on doing it very soon.,But they're planning on doing it very soon.,913.63,436,9
1099,5,You live right across the street from my daughter.,You live right across the street from my daughter.,746.65,464,10
1100,5,You know some of that.,You know some of that.,666.2,312,6
1101,5,I don't understand any of that.,I don't understand any of that.,739.59,378,7
1102,5,It's actually turning out to be even worse than we thought.,It's actually turning out to be even worse than we thought.,1005.41,545,12
1103,5,My daughter is in kindergarten.,My daughter is in kindergarten.,710.62,348,6
1104,5,You don't have to worry that much.,You don't have to worry that much.,792.74,389,8
1105,5,I am pretty aware of what goes on here.,I am pretty aware of what goes on here.,834.86,445,10
1106,5,I really don't have any problem with it.,I really don't have any problem with it.,716.77,442,9
1107,5,I did not earn my degree until later on in my life.,I did not earn my degree until later on in my life.,951.25,530,13
1108,5,That was the point.,That was the point.,819.17,301,5
1109,5,He's just so tall.,He's just so tall.,828.51,304,5
1110,5,It is important for women who need to work.,It is important for women who need to work.,805.17,469,10
1111,5,They are here for a purpose.,They are here for a purpose.,785.64,352,7
1112,5,We got together every summer for vacation.,We got together every summer for vacation.,1704.58,435,8
1113,5,We could spend that money very quickly.,We could spend that money very quickly.,889.15,437,8
1114,5,I took care of the children.,I took care of the children.,850.33,354,7
1115,5,It's not like he had a choice.,It's not like he had a choice.,794.6,383,8
1116,5,Lunch was like thirteen dollars or something.,Lunch was like thirteen dollars or something.,845.12,422,8
1117,5,And I think he's as guilty as the devil.,And I think he's as guilty as the devil.,783.79,450,10
1118,5,I couldn't believe how much it cost.,I couldn't believe how much it cost.,928.45,398,8
1119,5,We know what we can do.,We know what we can do.,710.26,349,7
1120,5,I like being involved in things like this.,I like being involved in things like this.,747.43,431,9
1121,5,The brand new company is making a lot of money.,The brand new company is making a lot of money.,806.41,502,11
1122,5,I'm going to go to the grocery store.,I'm going to go to the grocery store.,612.03,423,9
1123,5,I was so thrilled that they visited me.,I was so thrilled that they visited me.,985.08,425,9
1124,5,"So, imagine all of his thoughts being spoken in that voice.",So imagine all of his lines being spoken in that voice.,1230.75,544,13
1125,5,It has been a really nice spring.,It has been a really nice spring.,795.49,389,8
1126,5,The movie had a lot of nudity and curse words.,The movie had a lot of nudity and curse words.,773.38,486,12
1127,5,Take a piece of paper to draw on.,Take a piece of paper to draw on.,1113.46,403,9
1128,5,I think it's important to know about this.,I think it's important to know about this.,820.14,433,9
1129,5,You will learn more about the characters in the book.,You will learn more about the characters in the book.,817.84,485,11
1130,5,People are having their civil rights taken away.,People are having their civil rights taken away.,956.38,457,9
1131,5,What some of these people went through is terrible.,What some of these people went through is terrible.,678.52,478,10
1132,5,I played a large role in that decision.,I played a large role in that decision.,1398.71,427,9
1133,5,We have had no snow this winter.,We have had no snow this winter.,1367.05,389,8
1134,5,Vote for your top choice.,Vote for your top choice.,740.33,332,6
1135,5,Some of them did say that.,Some of them did say that.,793.56,350,7
1136,5,I can understand their viewpoint.,I can understand their viewpoint.,613.69,367,6
1137,5,Divide the money up pretty equally among us.,Divide the money up between all of us.,1209.66,426,9
1138,5,"That would be devastating, I'm sure.",That would be devastating I'm sure.,837.09,383,8
1139,5,It ends run by the interventional stent.,If it's run by the individual state.,921.24,423,10
1140,5,It's his choice to make.,It's his choice to make.,921.35,335,6
1141,5,You just gave it away.,You just gave it away.,1125.3,328,6
1142,5,Are you talking about the accident rate situation or the ozone depletion?,Are you talking about the acid rain situation or the ozone depletion?,1033.29,593,13
1143,5,Employment income.,Employment income.,757.53,283,3
1144,5,I have to be very careful.,I have to be real careful.,768.12,360,7
1145,5,I hope you enjoyed this article.,I hope you enjoyed this article.,866.4,374,7
1146,5,My husband travels frequently.,My husband travels frequently.,655.08,362,5
1147,5,They're not buying homes.,They're not buying homes.,1036.99,307,5
1148,5,The girls at school are all wearing clothes from the sixties.,The girls at school are all wearing clothes from the sixties.,907.06,536,13
1149,5,You probably wouldn't recognize me.,You probably wouldn't recognize me.,940.62,394,6
1150,5,It was on the news every night.,It was on the news every night.,915.56,379,8
1151,5,This story is not unusual.,His story is not unusual.,921.2,365,6
1152,5,I had fun and enjoyed it.,I had found an entry point.,1230.14,376,7
1153,5,They don't kill the animals.,They don't kill the animals.,1401.39,331,6
1154,5,Selling bottles of water.,Selling bottles of water.,1151.97,315,5
1155,5,Bezos has usually for traders.,Business as usual for traders.,800.49,371,7
1156,5,They give us a package deal.,They gave us a special deal.,1764.68,353,7
1157,5,The reality is that's usually not the case.,The reality is that's usually not the case.,884.5,475,9
1158,5,I wonder where they learned to do that.,I wonder where they learned to do that.,2734.85,406,9
1159,5,He kept his tone light and casual but firm.,"He kept his tone light and casual, but firm.",770.21,467,10
1160,5,I really like that show.,I really like that show.,823.86,324,6
1161,5,A fairly good amount.,A fairly good amount.,672.51,308,5
1162,5,That pleased me.,That pleased me.,800.6,280,4
1163,5,We are good people.,We are good people.,1599.46,301,5
1164,5,I've heard him talk about that for hours.,I've heard him talk about that for hours.,1025.55,412,9
1165,5,Of course.,Of course.,714.78,236,3
1166,5,It wasn't even funny.,It wasn't even funny.,697.33,328,5
1167,5,If only I could remember the name.,If only I could remember the name.,876.0,395,8
1168,5,I don't think the teachers are the problem.,I don't think the teachers are the problem.,801.95,436,9
1169,5,Public relations.,Public relations.,696.79,276,3
1170,5,It's very easy to swing in there for breakfast.,It's real easy to swing in there for breakfast.,819.88,470,10
1171,5,Then you find it again and lose it again.,Then you find it again and lose it again.,914.56,443,10
1172,5,We've got four kids.,We've got four kids.,653.13,310,5
1173,5,My little girl likes blue more than pink.,My little girl likes blue more than pink.,1809.85,426,9
1174,5,In May it will be five years since I met him.,In May it will be five years since I met him.,849.48,493,12
